school_name,address,city,county,zip_code,school_nurse,school_type,enrolled,num_immune_mmr,num_exempt_mmr,num_compliance_mmr,num_pbe,num_medical_exempt,num_pbe_exempt_all
HAVASU PREPARATORY ACADEMY PUBLIC CHARTER,3155 MARICOPA AVE,LAKE HAVASU CITY,MOHAVE,86406,NO,CHARTER,33,33,0,33,1,0,0
HAVASUPAI ELEMENTARY SCHOOL,880 CASHMERE DR,LAKE HAVASU CITY,MOHAVE,86404,YES,PUBLIC,56,56,0,56,0,0,0
HAWTHORNE ELEMENTARY SCHOOL,630 N HUNT DR,MESA,MARICOPA,85203,YES,PUBLIC,56,55,1,56,1,0,0
HEARN ACADEMY,17606 NORTH 7TH AVENUE,PHOENIX,MARICOPA,85023,YES,CHARTER,70,67,3,70,5,0,2
HEARTLAND RANCH ELEMENTARY SCHOOL,1667 W CAROLINE ST,COOLIDGE,PINAL,85128,YES,PUBLIC,86,86,0,86,2,1,0
HERITAGE ELEMENTARY SCHOOL - EAST CAMPUS,6805 N 125TH AVE,GLENDALE,MARICOPA,85307,NO,CHARTER,108,105,1,108,1,0,1
HERITAGE MIDDLE SCHOOL,1076 N RD 1 W,CHINO VALLEY,YAVAPAI,86323,YES,PUBLIC,178,162,16,178,44,0,4
HERITAGE SCHOOL,5312 W MOUNTAIN VIEW RD,GLENDALE,MARICOPA,85302,YES,PUBLIC,77,74,2,76,4,0,2
HERMOSA VISTA ELEMENTARY SCHOOL,2626 N 24TH ST,MESA,MARICOPA,85213,YES,PUBLIC,92,90,2,92,10,0,2
HIDDEN HILLS ELEMENTARY SCHOOL,1919 E SHARON DR,PHOENIX,MARICOPA,85022,YES,PUBLIC,73,72,1,73,4,0,4
HIGHLAND ELEMENTARY SCHOOL,3042 E ADOBE ST,MESA,MARICOPA,85213,YES,PUBLIC,105,102,3,105,10,1,2
HIGHLAND LAKES SCHOOL,19000 N 63RD AVE,GLENDALE,MARICOPA,85308,YES,PUBLIC,124,114,10,124,11,0,6
HOHOKAM ELEMENTARY SCHOOL,8451 E OAK ST,SCOTTSDALE,MARICOPA,85257,YES,PUBLIC,44,44,0,44,0,0,0
HOLBROOK JUNIOR HIGH SCHOOL,412 W BUFFALO ST,HOLBROOK,NAVAJO,86025,YES,PUBLIC,112,112,0,112,1,1,1
HOLLINGER ELEMENTARY SCHOOL,150 W AJO WAY,TUCSON,PIMA,85713,YES,PUBLIC,67,67,0,67,0,0,0
HOLMES ELEMENTARY SCHOOL,948 S HORNE,MESA,MARICOPA,85204,YES,PUBLIC,100,99,0,99,0,0,0
HOMER DAVIS ELEMENTARY SCHOOL,4250 N ROMERO RD,TUCSON,PIMA,85705,NO,PUBLIC,71,67,4,71,4,0,4
HORIZON COMMUNITY LEARNING CENTER,16233 S 48TH ST,PHOENIX,MARICOPA,   NA,NO,CHARTER,127,121,6,127,13,0,2
HORIZON SCHOOL,8520 N 47TH AVE,GLENDALE,MARICOPA,85302,YES,PUBLIC,107,100,7,107,14,0,6
HOUSTON ELEMENTARY SCHOOL,500 E HUSTON AVE,GILBERT,MARICOPA,85234,YES,PUBLIC,57,56,1,57,1,0,1
HUACHUCA CITY ELEMENTARY SCHOOL,100 SCHOOL DR,HUACHUCA CITY,COCHISE,85616,NO,PUBLIC,40,39,1,40,2,0,1
HUACHUCA MOUNTAIN ELEMENTARY SCHOOL,3228 SAINT ANDREWS DR,SIERRA VISTA,COCHISE,85650,YES,PUBLIC,85,84,1,85,2,0,2
HUMBOLDT ELEMENTARY SCHOOL,2750 S CORRAL ST,HUMBOLT,YAVAPAI,86329,YES,PUBLIC,56,55,1,56,1,1,1
HURLEY RANCH ELEMENTARY,8950 W ILLINI ST,TOLLESON,MARICOPA,   NA,NO,PUBLIC,142,142,0,142,3,0,0
IGNACIO CONCHOS ELEMENTARY SCHOOL,1718 W. VINEYARD RD,PHOENIX,MARICOPA,85041,YES,PUBLIC,45,45,0,45,0,0,0
IMAGINE CHARTER ELEMENTARY SCHOOL AT WEST GILBERT,2061 SOUTH GILBERT ROAD,GILBERT,MARICOPA,85295,NO,CHARTER,32,30,2,32,0,0,2
IMAGINE CHARTER SCHOOL AT BELL CANYON,18052 N BLACK CANYON HWY,PHOENIX,MARICOPA,85053,NO,CHARTER,30,30,0,30,0,0,0
IMAGINE ELEMENTARY AT AVONDALE,950 N ELISIO C FELIX JR WAY,AVONDALE,MARICOPA,85053,NO,CHARTER,82,75,7,82,7,0,7
IMAGINE MIDDLE AT COOLIDGE,1290 W VAH KI INN RD,COOLIDGE,PINAL,   NA,NO,CHARTER,122,103,3,106,8,8,5
IMAGINE MIDDLE AT DESERT WEST,6738 W MCDOWELL RD,PHOENIX,MARICOPA,   NA,NO,CHARTER,141,140,1,141,2,0,0
IMAGINE MIDDLE AT SUPERSTITION,1843 W 16TH AVE,APACHE JUNCTION,PINAL,85120,NO,CHARTER,37,36,1,37,1,0,1
IMAGINE MIDDLE SCHOOL AT CORTEZ PARK,3535 W DUNLAP AVE,PHOENIX,MARICOPA,85051,NO,CHARTER,94,93,1,94,1,0,1
IMAGINE MIDDLE SCHOOL AT SURPRISE,14850 N 156TH AVE,SURPRISE,MARICOPA,85379,NO,CHARTER,129,124,5,129,5,0,5
IMMACULATE CONCEPTION PRESCHOOL,501 SOUTH AVENUE B,YUMA,YUMA,85364,NO,PRIVATE,21,21,0,21,0,0,0
INCA ELEMENTARY SCHOOL,236000 W DURANGO ST,BUCKEYE,MARICOPA,85326,NO,PUBLIC,108,106,2,108,4,0,2
INCITO SCHOOLS,877 N SARIVAL AVE,GOODYEAR,MARICOPA,85338,NO,CHARTER,32,28,0,28,0,0,0
INDIAN BEND ELEMENTARY SCHOOL,3633 E THUNDERBIRD RD,PHOENIX,MARICOPA,85032,NO,PUBLIC,81,79,2,81,2,0,0
INDIAN OASIS INTERMEDIATE ELEMENTARY SCHOOL,HIGHWAY 86,SELLS,PIMA,85634,NO,PUBLIC,86,86,0,86,0,0,0
INGLESIDE MIDDLE SCHOOL,5402 E OSBORN RD,PHOENIX,MARICOPA,85018,YES,PUBLIC,305,295,10,305,8,2,8
IRA A FULTON ELEMENTARY,4750 S SUNLAND DR,CHANDLER,MARICOPA,85248,NO,PUBLIC,142,139,3,142,19,0,3
IRA A MURPHY SCHOOL,7231 W NORTH LN,PEORIA,MARICOPA,85345,YES,PUBLIC,50,50,0,50,0,0,0
IRENE LOPEZ SCHOOL,4610 S. 12TH ST,PHOENIX,MARICOPA,85040,YES,PUBLIC,59,58,1,59,1,1,1
IRONWOOD ELEMENTARY SCHOOL,14850 N 39TH AVE,PHOENIX,MARICOPA,85053,NO,PUBLIC,84,79,5,84,7,0,2
IRONWOOD ELEMENTARY SCHOOL,3300 W FREER DR,TUCSON,PIMA,85742,NO,PUBLIC,93,89,4,93,4,0,4
IRVING ELEMENTARY SCHOOL,3220 E PUEBLO AVE,MESA,MARICOPA,85204,YES,PUBLIC,75,74,1,75,3,0,1
ISAAC E IMES SCHOOL,6625 N 56TH AVE,GLENDALE,MARICOPA,85301,YES,PUBLIC,60,60,0,60,1,0,0
ISAAC MIDDLE SCHOOL,3402 W MCDOWELL RD,PHOENIX,MARICOPA,85009,NO,PUBLIC,267,263,0,263,0,0,0
ISHIKAWA ELEMENTARY SCHOOL,2635 N 32ND ST,MESA,MARICOPA,85213,YES,PUBLIC,133,131,2,133,9,0,0
ISLANDS ELEMENTARY SCHOOL,245 S MCQUEEN RD,GILBERT,MARICOPA,85233,YES,PUBLIC,76,75,1,76,3,0,1
J  ROBERT HENDRICKS ELEMENTARY SCHOOL,3400 W ORANGE GROVE RD,TUCSON,PIMA,85741,NO,PUBLIC,64,64,0,64,2,0,2
J.C.U.S.D. - JOSEPH CITY PRESCHOOL,8176 WESTOVER AVENUE,JOSEPH CITY,NAVAJO,86032,NO,PUBLIC,33,28,5,33,12,12,5
JACK HARMON ELEMENTARY,39315 N CORTONA DR,QUEEN CREEK,PINAL,85240,NO,PUBLIC,93,85,8,93,8,0,8
JACK L KUBAN ELEMENTARY SCHOOL,3201 W SHERMAN ST,PHOENIX,MARICOPA,85009,YES,PUBLIC,42,42,0,42,0,0,0
JAMAICA ELEMENTARY SCHOOL,3427 JAMAICA BLVD,LAKE HAVASU CITY,MOHAVE,86406,YES,PUBLIC,71,68,3,71,9,0,2
JAMES KENDALL ZAHARIS ELEMENTARY,9410 E MCKELLIPS RD,MESA,MARICOPA,85207,YES,PUBLIC,127,119,8,127,12,0,5
JANE D. HULL ELEMENTARY,2424 E MAREN DR,CHANDLER,MARICOPA,85249,NO,PUBLIC,118,111,7,118,25,0,6
JEFFERSON ELEMENTARY SCHOOL,120 S JEFFERSON AVE,MESA,MARICOPA,85208,NO,PUBLIC,78,77,1,78,1,0,1
JOHN & CAROL CARLSON ELEMENTARY,5400 S WHITE DR,CHANDLER,MARICOPA,85249,NO,PUBLIC,102,96,6,102,11,0,3
JOHN F KENNEDY SCHOOL,1500 SUNSET DR,SUPERIOR,PINAL,85173,NO,PUBLIC,24,24,0,24,0,0,0
JOHN JACOBS ELEMENTARY SCHOOL,14421 N 23RD AVE,PHOENIX,MARICOPA,85023,NO,PUBLIC,82,82,0,82,3,0,0
JOHN M ANDERSEN JR HIGH SCHOOL,1255 N DOBSON RD,CHANDLER,MARICOPA,85224,NO,PUBLIC,138,132,6,138,9,1,3
JOHN R DAVIS SCHOOL,6209 S 15TH AVE,PHOENIX,MARICOPA,85041,YES,PUBLIC,35,34,1,35,1,0,1
JOHNSON ELEMENTARY SCHOOL,3807 E PUEBLO,MESA,MARICOPA,85206,YES,PUBLIC,79,75,4,79,6,0,4
JOSEPH CITY ELEMENTARY SCHOOL,8176 N WESTOVER ST,JOSEPH CITY,NAVAJO,86032,NO,PUBLIC,33,28,5,33,12,12,5
JOY CHRISTIAN SCHOOL,21000 N 75TH AVE,GLENDALE,MARICOPA,85308,YES,PRIVATE,41,37,4,41,4,0,4
KACHINA ELEMENTARY SCHOOL,5304 W CROCUS DR,GLENDALE,MARICOPA,85306,YES,PUBLIC,52,51,1,52,1,0,1
KATHRYN SUE SIMONTON ELEMENTARY,40300 N SIMONTON BLVD,QUEEN CREEK,PINAL,85140,NO,PUBLIC,72,71,1,72,3,0,1
KAYENTA COMMUNITY SCHOOL,NA,KAYENTA,NAVAJO,   NA,NO,PRIVATE,36,35,0,36,0,0,0
KELLER ELEMENTARY SCHOOL,1445 E HILTON AVE,MESA,MARICOPA,85204,YES,PUBLIC,66,65,1,66,4,4,0
KENILWORTH ELEMENTARY SCHOOL,1210 N 5TH AVE,PHOENIX,MARICOPA,85003,NO,PUBLIC,61,61,0,61,1,0,0
KERR ELEMENTARY SCHOOL,125 E MCLELLAN RD,MESA,MARICOPA,85201,YES,PUBLIC,87,86,0,86,2,0,0
KEYSTONE MONTESSORI CHARTER SCHOOL,1025 E LIBERTY LN,PHOENIX,MARICOPA,85048,NO,CHARTER,22,19,3,22,5,0,3
KHALSA MONTESSORI SCHOOL,3701 EAST RIVER ROAD,TUCSON,PIMA,85718,NO,CHARTER,27,25,0,25,5,0,2
KIN DAH LICHI'I OLTA,2 MILES N OF MP 452 ON HWY 2,KIN-LI-CHEE,APACHE,86505,NO,PRIVATE,22,22,0,22,0,0,0
KINDERTOTS,1118 WEST GLENDALE AVENUE,PHOENIX,MARICOPA,85021,NO,PRIVATE,23,14,9,23,12,0,4
KINGMAN ACADEMY OF LEARNING - MIDDLE SCHOOL,3269 N HARRISON ST,KINGMAN,MOHAVE,   NA,NO,CHARTER,112,104,8,112,13,0,6
KINGMAN MIDDLE SCHOOL,1969 DETROIT AVE,KINGMAN,MOHAVE,86401,NO,PUBLIC,235,214,21,235,30,2,0
KINGS RIDGE PREPARATORY ACADEMY,3650 S 64TH LN,PHOENIX,MARICOPA,85043,YES,PUBLIC,105,104,1,105,2,0,1
KINGSWOOD ELEMENTARY SCHOOL,15150 W MONDELL RD,SURPRISE,MARICOPA,85374,YES,PUBLIC,64,61,2,63,5,0,2
KNOX ELEMENTARY SCHOOL,700 W ORCHID LN,CHANDLER,MARICOPA,85225,NO,PUBLIC,105,102,3,105,10,0,3
KYRENE AKIMEL A-AL MIDDLE SCHOOL,2720 E LIBERTY LN,PHOENIX,MARICOPA,85048,YES,PUBLIC,340,329,11,340,16,0,6
KYRENE ALTADENA MIDDLE SCHOOL,14620 S DESERT FOOTHILLS PKWY,PHOENIX,MARICOPA,85048,NO,PUBLIC,338,327,10,337,24,0,3
KYRENE APRENDE MIDDLE SCHOOL,777 N DESERT BREEZE BLVD EAST,CHANDLER,MARICOPA,85226,NO,PUBLIC,364,352,6,358,12,0,4
KYRENE CENTENNIAL MIDDLE SCHOOL,13808 S 36TH ST,PHOENIX,MARICOPA,85044,NO,PUBLIC,322,315,7,322,9,9,4
KYRENE DEL PUEBLO MIDDLE SCHOOL,360 S TWELVE OAKS BLVD,CHANDLER,MARICOPA,85226,NO,PUBLIC,291,284,7,291,12,0,2
KYRENE DEL SURENO SCHOOL,3375 W GALVESTON RD,CHANDLER,MARICOPA,85226,NO,PUBLIC,57,50,7,57,7,2,7
KYRENE MIDDLE SCHOOL,1050 E CARVER RD,TEMPE,MARICOPA,85284,NO,PUBLIC,327,314,13,327,13,0,13
L THOMAS HECK MIDDLE SCHOOL,12448 W BETHANY HOME RD,LITCHFIELD PARK,MARICOPA,85340,YES,PUBLIC,259,255,1,256,1,0,1
L.H.U.S.D. #1 - DEVELOPMENTAL PRESCHOOL,2395 SMOKETREE AVENUE,LAKE HAVASU CITY,MOHAVE,86403,YES,PUBLIC,69,67,2,69,2,0,0
LA CIMA MIDDLE SCHOOL,5600 N LA CANADA RD,TUCSON,PIMA,85704,YES,PUBLIC,163,159,3,162,4,3,3
LA PALOMA ACADEMY - LAKESIDE,8140 E GOLF LINKS ROAD,TUCSON,PIMA,85730,NO,CHARTER,83,81,1,83,1,0,1
LA PALOMA ACADEMY SOUTH,5660 S 12TH AVE,TUCSON,PIMA,85706,NO,CHARTER,44,44,0,44,0,0,0
LAFE NELSON SCHOOL,1100 10TH AVE,SAFFORD,GRAHAM,85546,YES,PUBLIC,78,75,3,78,6,0,3
LAGUNA ELEMENTARY SCHOOL,5001 N SHANNON RD,TUCSON,PIMA,85705,NO,PUBLIC,52,52,0,52,0,1,0
LAIRD ELEMENTARY SCHOOL,1500 N SCOVEL ST,TEMPE,MARICOPA,85281,YES,PUBLIC,53,51,2,53,2,0,2
LAKE PLEASANT ELEMENTARY,31501 N WESTLAND RD,PEORIA,MARICOPA,85383,YES,PUBLIC,73,71,2,73,2,0,2
LAKE VALLEY ELEMENTARY SCHOOL,3900 N STARLIGHT DR,PRESCOTT VALLEY,YAVAPAI,86314,YES,PUBLIC,75,72,3,75,5,0,1
LAKEVIEW ELEMENTARY SCHOOL,3040 W YUCCA ST,PHOENIX,MARICOPA,85029,NO,PUBLIC,83,82,0,83,3,0,0
LARKSPUR ELEMENTARY SCHOOL,2430 E LARKSPUR DR,PHOENIX,MARICOPA,85032,YES,PUBLIC,88,87,1,88,1,0,1
LARRY C KENNEDY SCHOOL,2702 E OSBORN RD,PHOENIX,MARICOPA,85016,YES,PUBLIC,60,59,0,60,0,0,0
LAS BRISAS ACADEMY,18211 W LAS BRISAS DR,GOODYEAR,MARICOPA,85338,NO,PUBLIC,47,46,1,47,6,6,6
LAS BRISAS ELEMENTARY SCHOOL,5805 W ALAMEDA,GLENDALE,MARICOPA,85310,NO,PUBLIC,134,128,6,134,11,0,5
LAS SENDAS ELEMENTARY SCHOOL,3120 N RED MOUNTAIN RD,MESA,MARICOPA,85207,YES,PUBLIC,155,151,4,155,15,1,2
LAVEEN ELEMENTARY SCHOOL,4141 W MCNEIL STREET,LAVEEN,MARICOPA,85339,NO,PUBLIC,89,87,2,89,3,0,2
LAWRENCE W CROSS MIDDLE SCHOOL,1000 W CHAPALA DR,TUCSON,PIMA,85704,YES,PUBLIC,197,190,7,197,5,12,3
LE PERA ELEMENTARY SCHOOL,TAHBO RD AND MOHAVE RD,PARKER,LA PAZ,85371,NO,PUBLIC,30,30,0,30,0,0,0
LEADING EDGE ACADEMY - GILBERT ELEMENTARY CAMPUS,717 W RAY RD,GILBERT,MARICOPA,85233,NO,CHARTER,42,35,7,42,8,0,6
LEADING EDGE ACADEMY - MARICOPA CAMPUS,19302 N PORTER RD,MARICOPA,PINAL,85238,NO,CHARTER,77,74,3,77,6,0,3
LEADING EDGE ACADEMY - MOUNTAIN VIEW CAMPUS,4815 W HUNT HWY,QUEEN CREEK,PINAL,85142,NO,CHARTER,30,26,4,30,5,0,4
LEARNING FOUNDATION AND PERFORMING ARTS ALTA MESA,5761 E BROWN RD,MESA,MARICOPA,85205,NO,CHARTER,25,22,2,24,3,0,2
LEARNING FOUNDATION AND PERFORMING ARTS STAPLEY,851 N STAPLEY DR,MESA,MARICOPA,85203,NO,CHARTER,28,27,1,28,5,0,1
LEARNING FOUNDATION AND PERFORMING ARTS WARNER,3939 E WARNER RD,GILBERT,MARICOPA,85296,NO,CHARTER,75,67,8,75,15,0,7
LEE KORNEGAY INTERMEIDATE SCHOOL,PO BOX 2070,MIAMI,GILA,85539,NO,PUBLIC,72,60,1,72,1,0,1
LEGACY TRADITIONAL CHARTER SCHOOL - GILBERT,2747 S RECKER RD,GILBERT,MARICOPA,85295,YES,CHARTER,114,109,5,114,23,0,0
LEGACY TRADITIONAL CHARTER SCHOOL - LAVEEN VILLAGE,7900 S 43RD AVE,LAVEEN,MARICOPA,85339,YES,CHARTER,128,105,3,108,4,0,0
LEGACY TRADITIONAL SCHOOL - AVONDALE,12320 W VAN BUREN ST,AVONDALE,MARICOPA,85323,NO,CHARTER,151,147,4,151,4,0,3
LEGACY TRADITIONAL SCHOOL - CASA GRANDE,1274 E O'NEIL DR,CASA GRANDE,PINAL,85138,NO,CHARTER,146,141,5,146,16,0,5
LEGACY TRADITIONAL SCHOOL - GLENDALE,13091 N 67TH AVE,GLENDALE,MARICOPA,85306,YES,PUBLIC,117,108,7,115,14,1,7
LEGACY TRADITIONAL SCHOOL - MARICOPA,17760 REGENT DR,MARICOPA,PINAL,85138,NO,CHARTER,128,126,2,128,10,0,2
LEGACY TRADITIONAL SCHOOL - NORTH CHANDLER,1900 N MCQUEEN RD,CHANDLER,MARICOPA,85225,NO,CHARTER,65,61,4,65,7,7,4
LEGACY TRADITIONAL SCHOOL - NORTHWEST TUCSON,3500 W CORTARO FARMS RD,TUCSON,PIMA,85742,NO,CHARTER,123,119,4,123,21,4,7
LEGACY TRADITIONAL SCHOOL SURPRISE,14506 W SWEETWATER AVE,SURPRISE,MARICOPA,85379,NO,CHARTER,219,211,8,219,26,0,6
LEGACY TRADITIONAL SCHOOL-QUEEN CREEK,41800 N. BARNES PKWY,QUEEN CREEK,PINAL,85140,NO,CHARTER,111,98,13,111,4,0,8
LEGEND SPRINGS ELEMENTARY,21150 N ARROWHEAD LOOP,GLENDALE,MARICOPA,85308,NO,PUBLIC,88,85,3,88,6,0,1
LEHI ELEMENTARY SCHOOL,2555 N STAPLEY DR,MESA,MARICOPA,85203,YES,PUBLIC,60,60,0,60,1,0,1
LEMAN ACADEMY OF EXCELLENCE - MARANA,"7720 N SILVERBELL RD, BLDG 1 & 2",TUCSON,PIMA,85743,YES,CHARTER,107,103,4,107,9,3,3
LEMAN ACADEMY OF EXCELLENCE - ORO VALLEY,12255 N LA CAÑADA DRIVE,ORO VALLEY,PIMA,85755,YES,CHARTER,74,74,0,74,3,0,0
LEMAN ACADEMY OF EXCELLENCE - SIERRA VISTA,1000 E. WILCOX DR,SIERRA VISTA,COCHISE,85635,NO,CHARTER,28,27,1,28,1,0,1
LIBERTY ARTS ACADEMY,3015 S POWER RD,MESA,MARICOPA,85212,NO,CHARTER,21,20,1,21,3,1,1
LIBERTY ELEMENTARY SCHOOL,19818 W HWY 85,BUCKEYE,MARICOPA,85326,YES,PUBLIC,60,59,1,60,3,1,1
LIBERTY ELEMENTARY SCHOOL,5125 E MARILYN RD,SCOTTSDALE,MARICOPA,85254,YES,PUBLIC,75,74,1,75,2,0,2
LIBERTY ELEMENTARY SCHOOL,5495 S LIBERTY AVE,TUCSON,PIMA,85706,YES,PUBLIC,96,96,0,96,0,0,0
LIBERTY TRADITIONAL CHARTER SCHOOL,4901 W INDIAN SCHOOL RD,PHOENIX,MARICOPA,85031,NO,CHARTER,52,52,0,52,0,0,0
LIBERTY TRADITIONAL SCHOOL,3300 N LAKE VALLEY RD,PRESCOTT VALLEY,YAVAPAI,86314,YES,PUBLIC,77,72,5,77,10,0,4
LINCOLN ELEMENTARY SCHOOL,930 S SIRRINE,MESA,MARICOPA,85210,YES,PUBLIC,129,129,0,129,2,1,0
LINDBERGH ELEMENTARY SCHOOL,930 S LAZONA DR,MESA,MARICOPA,85204,YES,PUBLIC,49,49,0,49,1,0,0
LITTLE RED SCHOOLHOUSE,HWY 82 & DUQUESNE RD,NOGALES,SANTA CRUZ,85621,NO,PUBLIC,27,27,0,27,0,0,0
LOMA LINDA ELEMENTARY SCHOOL,2002 E CLARENDON AVE,PHOENIX,MARICOPA,85016,YES,PUBLIC,67,67,0,67,0,0,0
LONE MOUNTAIN ELEMENTARY SCHOOL,5250 E MONTGOMERY RD,CAVE CREEK,MARICOPA,85331,NO,PUBLIC,96,89,6,95,13,5,3
LONGFELLOW ELEMENTARY SCHOOL,345 S HALL ST,MESA,MARICOPA,85204,YES,PUBLIC,78,78,0,78,1,0,0
LONGVIEW ELEMENTARY SCHOOL,1209 E INDIAN SCHOOL RD,PHOENIX,MARICOPA,85014,YES,PUBLIC,92,90,2,92,2,0,2
LOOKOUT MOUNTAIN SCHOOL,15 W CORAL GABLES DR,PHOENIX,MARICOPA,85023,NO,PUBLIC,147,144,3,147,10,0,0
LORETTO CATHOLIC SCHOOL,1200 14TH ST,DOUGLAS,COCHISE,85607,NO,PRIVATE,36,36,0,36,0,0,0
LOS AMIGOS ELEMENTARY SCHOOL,2200 E DREXEL RD,TUCSON,PIMA,85706,YES,PUBLIC,97,97,0,97,0,0,0
LOS NINOS ELEMENTARY SCHOOL,5445 S ALVERNON WAY,TUCSON,PIMA,85706,YES,PUBLIC,63,62,1,63,1,1,1
LOWELL ELEMENTARY SCHOOL,920 E BROADWAY RD,MESA,MARICOPA,85204,YES,PUBLIC,87,86,1,87,1,0,0
LOWELL SCHOOL,1121 S 3RD AVE,PHOENIX,MARICOPA,85003,YES,PUBLIC,56,55,0,55,0,0,0
LUKE ELEMENTARY SCHOOL,7300 N DYSART RD,GLENDALE,MARICOPA,85307,YES,PUBLIC,83,82,1,83,4,1,1
MADISON #1 ELEMENTARY SCHOOL,5525 N 16TH ST,PHOENIX,MARICOPA,85016,YES,PUBLIC,270,257,13,270,13,0,13
MADISON ELEMENTARY SCHOOL,849 S SUNNYVALE,MESA,MARICOPA,85206,YES,PUBLIC,60,55,5,60,6,0,6
MADISON MEADOWS SCHOOL,225 W OCOTILLO RD,PHOENIX,MARICOPA,85013,YES,PUBLIC,204,191,13,204,14,14,13
MADISON PARK SCHOOL,1431 E CAMPBELL AVE,PHOENIX,MARICOPA,   NA,NO,CHARTER,100,100,0,100,2,0,2
MADISON TRADITIONAL ACADEMY,5525 N 16TH ST,PHOENIX,MARICOPA,85014,NO,PUBLIC,97,95,2,97,4,0,0
MAGEE MIDDLE SCHOOL,8300 E SPEEDWAY BLVD,TUCSON,PIMA,85710,YES,PUBLIC,185,183,2,185,7,0,5
MAGMA RANCH K-8 SCHOOL,10980 E DESERT MOUNTAIN BLVD,FLORENCE,PINAL,85232,NO,PUBLIC,90,88,1,89,1,0,1
MAGNET TRADITIONAL SCHOOL,2602 N 23RD AVE,PHOENIX,MARICOPA,85009,YES,PUBLIC,58,58,0,58,0,0,0
MAIE BARTLETT HEARD SCHOOL,2301 W THOMAS RD,PHOENIX,MARICOPA,85015,YES,PUBLIC,87,84,2,86,2,0,2
MANSFELD MIDDLE SCHOOL,1300 E 6TH ST,TUCSON,PIMA,85719,YES,PUBLIC,337,335,2,337,10,2,2
"MANY FARMS COMMUNITY SCHOOL, INC",HWY 191,MANY FARMS,APACHE,86538,NO,PUBLIC,38,38,0,38,0,0,0
MANY FARMS PUBLIC SCHOOL,HWY 191,CHINLE,APACHE,86538,YES,PUBLIC,54,54,0,54,0,0,0
MANZANITA ELEMENTARY SCHOOL,8430 N 39TH AVE,PHOENIX,MARICOPA,85051,NO,PUBLIC,108,106,2,108,3,2,2
MARC T ATKINSON MIDDLE SCHOOL,4315 N MARYVALE PKWY,PHOENIX,MARICOPA,85031,YES,PUBLIC,422,420,1,422,1,0,0
MARICOPA WELLS MIDDLE SCHOOL,45012 W HONEYCUTT AVE,MARICOPA,PINAL,85239,YES,PUBLIC,262,259,3,262,8,0,1
MARILYN THIELE WILSON SCHOOL,5619 E GLADE AVE,MESA,MARICOPA,85206,YES,PUBLIC,87,87,0,87,2,0,0
MARIONNEAUX ELEMENTARY SCHOOL,21455 W ROESER RD,BUCKEYE,MARICOPA,85326,YES,PUBLIC,88,84,4,88,13,0,4
MARJORIE W ESTES ELEMENTARY SCHOOL,11280 W GRIER RD,MARANA,PIMA,85658,YES,PUBLIC,64,63,1,64,4,0,0
MARLEY PARK ELEMENTARY,15042 W SWEETWATER AVE,SURPRISE,MARICOPA,85379,YES,PUBLIC,144,136,5,141,13,3,2
MARSHALL HUMPHREY II ELEMENTARY SCHOOL,125 S 132ND ST,CHANDLER,MARICOPA,85225,NO,PUBLIC,92,89,3,92,7,1,0
MARSHALL RANCH ELEMENTARY SCHOOL,12995 N MARSHALL RANCH DR,GLENDALE,MARICOPA,85304,YES,PUBLIC,84,83,1,84,2,0,0
MARY BELLE MCCORKLE,4455 S MISSION RD,TUCSON,PIMA,85746,YES,PUBLIC,117,117,0,117,0,0,0
MARYLAND ELEMENTARY SCHOOL,6503 N 21ST AVE,PHOENIX,MARICOPA,85015,NO,PUBLIC,83,82,1,83,1,0,1
MARYVALE PREPARATORY ACADEMY,6301 W INDIAN SCHOOL RD,PHOENIX,MARICOPA,85033,NO,CHARTER,52,52,0,52,2,0,0
MATH AND SCIENCE SUCCESS ACADEMY,434 W LERDO RD,TUCSON,PIMA,85756,NO,CHARTER,62,62,0,62,1,0,0
MAURICE C CASH SCHOOL,3851 W ROESER RD,PHOENIX,MARICOPA,85041,NO,PUBLIC,99,99,0,99,3,0,0
MAXINE O BUSH ELEMENTARY SCHOOL,602 E SIESTA WAY,PHOENIX,MARICOPA,85042,YES,PUBLIC,54,54,0,54,1,0,0
MAYER ELEMENTARY SCHOOL,12568 E MAIN ST,MAYER,YAVAPAI,86333,NO,PUBLIC,41,37,4,41,6,0,4
MELVIN E SINE SCHOOL,4932 W MYRTLE AVE,GLENDALE,MARICOPA,85301,YES,PUBLIC,81,81,0,81,1,0,0
MENDOZA ELEMENTARY SCHOOL,5831 E MCLELLAN RD,MESA,MARICOPA,85205,YES,PUBLIC,83,80,3,83,9,9,1
MERCURY MINE ELEMENTARY SCHOOL,9640 N 28TH ST,PHOENIX,MARICOPA,85028,YES,PUBLIC,74,68,6,74,7,0,5
MERIDIAN ELEMENTARY,3900 S MOUNTAIN RD,MESA,MARICOPA,85212,YES,PUBLIC,130,122,8,130,10,2,4
MESA ACADEMY FOR ADVANCED STUDIES,6919 E BROWN RD,MESA,MARICOPA,85207,YES,PUBLIC,89,85,4,89,6,0,3
MESA ARTS ACADEMY,221 W SIXTH AVE,MESA,MARICOPA,85210,NO,CHARTER,27,24,0,24,0,0,0
MESA VIEW ELEMENTARY,HWY 191 & NAVAJO ROUTE 7,CHINLE,APACHE,86503,NO,PUBLIC,66,66,0,66,0,0,0
